Customer ID,Age,Gender,Name,Income Level,Location,Loyalty Program,Purchase Frequency,Mail ID
C00597,70,Male,Patricia Howard,"<25,000",Bangalore,Yes,Low,kyle34@example.org
C00598,72,Female,Earl Jensen,"<25,000",Chennai,No,High,kenneth68@example.com
C00599,65,Female,Willie Wallace,"50,000-74,999",Delhi,No,High,bradleyschaefer@example.com
C00600,58,Male,Natasha Baker,"<25,000",Delhi,Yes,Medium,karenking@example.org
C00601,43,Male,Jason Anderson,"<25,000",Delhi,No,Low,catherine89@example.org
C00602,48,Female,Richard Carrillo,"<25,000",Bangalore,No,Medium,leroymoore@example.org
C00603,38,Female,Bianca Compton,"25,000-49,999",Bangalore,No,Medium,william10@example.net
C00604,65,Female,Janet Moreno,"75,000-99,999",Mumbai,No,Low,caroline51@example.net
C00605,62,Female,Michele Allen,"75,000-99,999",Delhi,Yes,High,cynthiagrant@example.org
C00606,66,Female,Rachel Payne,"100,000+",Hyderabad,Yes,High,jodirodriguez@example.org
C00607,60,Male,Donna Hubbard,"100,000+",Bangalore,No,High,jessica29@example.net
C00608,28,Male,Lisa Day,"100,000+",Hyderabad,Yes,High,olopez@example.com
C00609,56,Male,Jeremy Sanchez,"<25,000",Hyderabad,Yes,High,jasminechan@example.net
C00610,27,Female,James Potts,"75,000-99,999",Mumbai,Yes,High,denise96@example.org
C00611,36,Female,Raymond Valenzuela,"100,000+",Delhi,Yes,Medium,suttondanielle@example.net
C00612,49,Male,Shirley Carr,"100,000+",Hyderabad,Yes,Medium,rreyes@example.org
C00613,80,Male,Jorge Graham,"100,000+",Mumbai,No,Low,jacksonkane@example.com
C00614,82,Male,John Bond,"<25,000",Hyderabad,Yes,Low,stefanie33@example.com
C00615,77,Male,Kathy Hayes,"50,000-74,999",Hyderabad,Yes,Low,taylorjeanette@example.net
C00616,80,Female,Nichole Ellison,"25,000-49,999",Delhi,No,Medium,treyes@example.net
C00617,64,Male,Beth Wilson,"50,000-74,999",Bangalore,Yes,Low,derekvasquez@example.com
C00618,52,Male,Joshua Martin,"100,000+",Mumbai,Yes,High,justinperry@example.net
C00619,37,Female,Jamie Wilson,"75,000-99,999",Bangalore,Yes,Low,davidstevens@example.net
C00620,64,Female,Sheri Smith,"75,000-99,999",Hyderabad,No,Low,perezvictoria@example.net
C00621,72,Female,Isaiah Franklin,"75,000-99,999",Chennai,Yes,High,ashley90@example.org
C00622,78,Female,Amber Sullivan,"25,000-49,999",Bangalore,Yes,Medium,davidwatson@example.net
C00623,54,Male,Felicia Hayes,"<25,000",Mumbai,Yes,Medium,gwashington@example.com
C00624,22,Male,Robert Johnson,"100,000+",Mumbai,No,High,chavezmatthew@example.com
C00625,37,Male,Ryan Brown,"25,000-49,999",Mumbai,Yes,Medium,steven19@example.org
C00626,36,Female,Martha Pearson,"100,000+",Mumbai,No,High,danny29@example.org
C00627,34,Male,Jeanette Delgado,"<25,000",Mumbai,Yes,Low,joshua83@example.org
C00628,49,Male,Alexander Acosta,"<25,000",Bangalore,Yes,High,aliciarobinson@example.net
C00629,22,Female,Timothy Martinez,"50,000-74,999",Bangalore,No,Low,chelseaparker@example.net
C00630,59,Female,William Harris MD,"75,000-99,999",Chennai,Yes,Medium,michellebutler@example.com
C00631,43,Male,Angela Brooks,"25,000-49,999",Chennai,No,High,martinlarry@example.com
C00632,64,Female,Dylan Hatfield,"25,000-49,999",Chennai,No,Medium,lovejulie@example.com
C00633,66,Female,Courtney Kelly,"<25,000",Mumbai,No,Low,bowenjennifer@example.org
C00634,27,Female,Jay Richard,"50,000-74,999",Delhi,No,High,robbinsbrett@example.net
C00635,37,Male,Rebecca Stone,"25,000-49,999",Delhi,No,Low,victoria51@example.net
C00636,61,Male,Ryan Flores,"100,000+",Bangalore,No,High,kaitlynhernandez@example.org
C00637,21,Male,Amanda Green,"100,000+",Hyderabad,No,Low,linfrederick@example.com
C00638,74,Male,Andrew Smith,"75,000-99,999",Delhi,No,Low,prichardson@example.net
C00639,79,Female,Michael Gibbs,"75,000-99,999",Bangalore,Yes,Low,rfinley@example.com
C00640,64,Female,John Yu,"<25,000",Hyderabad,Yes,High,destiny87@example.org
C00641,50,Male,Laura Walsh,"25,000-49,999",Mumbai,Yes,Medium,kimzachary@example.net
C00642,49,Female,Michelle Cervantes,"75,000-99,999",Hyderabad,Yes,High,greerdavid@example.org
C00643,27,Male,Sandra Espinoza,"75,000-99,999",Chennai,Yes,Low,codywalsh@example.com
C00644,71,Female,Samuel Martin,"25,000-49,999",Delhi,Yes,Low,frederickeric@example.com
C00645,42,Male,Randall Taylor,"75,000-99,999",Hyderabad,No,Low,jeremy94@example.net
C00646,28,Male,Cameron Hansen,"75,000-99,999",Bangalore,Yes,High,imoody@example.org
C00647,41,Male,Diana Finley,"25,000-49,999",Mumbai,Yes,Medium,marco05@example.net
C00648,70,Female,Caitlin Walls MD,"25,000-49,999",Mumbai,No,Medium,kathy67@example.com
C00649,79,Male,Mr. Eric Ray,"25,000-49,999",Chennai,Yes,High,phillipmeadows@example.com
C00650,36,Female,Craig Whitaker,"100,000+",Bangalore,Yes,Medium,bradley14@example.net
C00651,25,Female,Emily Tucker,"<25,000",Bangalore,No,Medium,mitchellsherry@example.org
C00652,23,Female,Justin Diaz,"100,000+",Chennai,No,Medium,hernandezcaitlin@example.org
C00653,36,Male,Jesus Allen,"25,000-49,999",Chennai,No,Medium,vnavarro@example.net
C00654,34,Female,Debra Ramsey PhD,"25,000-49,999",Bangalore,No,Medium,znelson@example.net
C00655,70,Male,Christina Webster,"50,000-74,999",Mumbai,No,High,chambersangela@example.net
C00656,83,Female,Norman Silva,"25,000-49,999",Hyderabad,No,Low,ericvega@example.com
C00657,60,Male,Shawna Walker,"25,000-49,999",Mumbai,No,Low,robert28@example.net
C00658,63,Male,Ariana Moore,"<25,000",Mumbai,No,Medium,rileymendoza@example.net
C00659,32,Male,David Murphy,"25,000-49,999",Mumbai,No,Medium,ymichael@example.net
C00660,42,Male,Russell Duffy,"50,000-74,999",Bangalore,Yes,High,raymurillo@example.org
C00661,30,Female,Heather Boyd,"50,000-74,999",Bangalore,No,Medium,dixontammy@example.net
C00662,60,Female,Wayne Hensley,"100,000+",Delhi,No,Medium,eadams@example.com
C00663,25,Female,Shelby Burke,"50,000-74,999",Chennai,Yes,Medium,khurley@example.org
C00664,58,Male,Daniel Osborne,"50,000-74,999",Chennai,Yes,Low,wanda41@example.com
C00665,73,Female,John Banks,"75,000-99,999",Hyderabad,Yes,Low,laurie01@example.org
C00666,66,Female,Adrian White,"25,000-49,999",Delhi,No,Medium,schultzlance@example.com
C00667,39,Female,William Griffin,"25,000-49,999",Hyderabad,Yes,High,zjohnson@example.net
C00668,63,Male,Sarah Gomez,"25,000-49,999",Bangalore,Yes,High,kingmaria@example.com
C00669,67,Male,Taylor Warner,"<25,000",Chennai,Yes,Low,uphillips@example.net
C00670,65,Male,Jonathan Allen,"50,000-74,999",Delhi,No,Low,whiteheadtiffany@example.net
C00671,74,Female,Nicholas Chang,"<25,000",Chennai,No,Low,amyholt@example.com
C00672,37,Male,Sarah Garcia,"100,000+",Bangalore,Yes,High,craig31@example.org
C00673,33,Male,Andrea Nixon,"100,000+",Mumbai,No,Medium,powellnicholas@example.net
C00674,26,Female,Matthew Orozco,"100,000+",Mumbai,Yes,Medium,castroelizabeth@example.net
C00675,35,Male,Sherri Powers,"100,000+",Chennai,No,Medium,jason79@example.net
C00676,26,Male,Kevin Smith,"50,000-74,999",Mumbai,Yes,Medium,andrew68@example.com
C00677,74,Female,Brian Carpenter,"100,000+",Chennai,No,Low,katherinehooper@example.org
C00678,73,Female,Michael Beasley,"75,000-99,999",Chennai,Yes,Medium,leroyolsen@example.com
C00679,23,Male,Samuel Boyd,"75,000-99,999",Delhi,Yes,High,diamondrogers@example.com
C00680,69,Female,Anthony Hoover,"100,000+",Bangalore,Yes,High,alvaradojames@example.net
